trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.5, 'e': 0.8099999999999998}",25,0,-122.64149200172858,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.7999999999999998}",20,0,-45.69887587197812,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.7899999999999998}",25,3,-27.92450933278231,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.7799999999999998}",25,0,-205.0954216420011,"{0: 12, 1: 7, 2: 2, 3: 0, 4: 4}",0
23,False,"{'a': 0.5, 'e': 0.7699999999999998}",20,0,-119.24912959367747,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7599999999999998}",20,0,-43.71496406637708,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.7499999999999998}",20,0,-87.55941200744546,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.7399999999999998}",20,0,-101.44315200577665,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.7299999999999998}",30,0,-89.26328412320947,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7199999999999998}",25,0,-57.72821876367235,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.7099999999999997}",20,0,-73.24357814118899,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.6999999999999997}",20,0,-98.84914100410175,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.6899999999999997}",20,0,-146.1881903860091,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
32,False,"{'a': 0.5, 'e': 0.6799999999999997}",20,0,-47.21807940605699,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.6699999999999997}",25,15,-9.674324760338056,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.6599999999999997}",25,0,-159.692306755274,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.6499999999999997}",20,0,-90.03142576455365,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
