trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
627,False,"{'a': 0.3, 'e': 0.37299999999999944}",20,3,-8.640647783564713,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
628,False,"{'a': 0.3, 'e': 0.37199999999999944}",30,15,20.7268944531666,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.3, 'e': 0.37099999999999944}",20,14,-0.44757045368126436,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.3, 'e': 0.36999999999999944}",20,0,-18.988875013639387,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
631,False,"{'a': 0.3, 'e': 0.36899999999999944}",30,21,14.502598827403736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.3, 'e': 0.36799999999999944}",25,14,-2.762391705154638,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
633,False,"{'a': 0.3, 'e': 0.36699999999999944}",25,13,23.59250367876212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.3, 'e': 0.36599999999999944}",30,23,0.6831785813405618,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.3, 'e': 0.36499999999999944}",25,11,-13.629920357998188,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.3, 'e': 0.36399999999999944}",20,10,6.632123515147237,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.3, 'e': 0.36299999999999943}",20,0,14.552269057983752,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
638,False,"{'a': 0.3, 'e': 0.36199999999999943}",30,3,-19.714972296680177,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 0}",1
639,False,"{'a': 0.3, 'e': 0.36099999999999943}",20,0,-30.411386363455126,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
640,False,"{'a': 0.3, 'e': 0.35999999999999943}",20,8,-8.428671115523848,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
641,False,"{'a': 0.3, 'e': 0.35899999999999943}",20,0,-77.22169855472094,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
642,False,"{'a': 0.3, 'e': 0.35799999999999943}",25,0,22.72414455513631,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
643,False,"{'a': 0.3, 'e': 0.35699999999999943}",25,0,-104.05652886638669,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
644,False,"{'a': 0.3, 'e': 0.35599999999999943}",20,11,14.521521677675697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.3, 'e': 0.3549999999999994}",30,20,21.103731722707284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.3, 'e': 0.3539999999999994}",25,13,8.169360577038056,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.3, 'e': 0.3529999999999994}",20,12,-12.618440337551757,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
648,False,"{'a': 0.3, 'e': 0.3519999999999994}",20,8,4.283737638934498,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.3, 'e': 0.3509999999999994}",25,0,2.068571865401865,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
650,False,"{'a': 0.3, 'e': 0.3499999999999994}",20,0,18.95520598584818,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.3, 'e': 0.3489999999999994}",25,8,-0.8241421247710181,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.3, 'e': 0.3479999999999994}",25,0,-38.82353150084026,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
653,False,"{'a': 0.3, 'e': 0.3469999999999994}",20,6,-13.021758846263992,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
654,False,"{'a': 0.3, 'e': 0.3459999999999994}",20,4,-74.01490047018588,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 1}",1
655,False,"{'a': 0.3, 'e': 0.3449999999999994}",25,6,-18.786327409977734,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
656,False,"{'a': 0.3, 'e': 0.3439999999999994}",25,14,8.224431156913173,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.3, 'e': 0.3429999999999994}",20,3,-33.1837514196201,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
